Pcode,Gender,Place,Grade,Familyarrangement,Average,educationFather,educationMather,PAQ1,PAQ2,PAQ3,PAQ4,PAQ5,PAQ6,PAQ7,PAQ8,PAQ9,PAQ10,PAQ11,PAQ12,FSQ1,FSQ2,FSQ3,FSQ4,ADQ1,ADQ2,ADQ3,ADQ4,PSQ1,PSQ2,PSQ3,PSQ4,PSQ5,PSQ6,PSQ7,PSQ8,PSQ9,PSQ10,PSQ11,PSQ12,PSQ13,PSQ14,PSQ15,PSQ16,PSQ17,PSQ18,PSQ19,PSQ20,PSQ21,PSQ22,PSQ23,PSQ24,PSQ25,PSQ26,PSQ27,PSQ28,PSQ29,PSQ30,PSQ31,RQ1,RQ2,RQ3,RQ4,RQ5,RQ6,RQ7,RQ8,RQ9,RQ10,RQ11,RQ12,TEQ1,TEQ2,TEQ3,TEQ4,TEQ5,TEQ6,TEQ7,TEQ8,TEQ9,TEQ10,TEQ11,TEQ12,TEQ13,TEQ14,TEQ15,TEQ16,TEQ17,TEQ18,TEQ19,TEQ20,TEQ21,TEQ22,TEQ23,BQ1,BQ2,BQ3,BQ4,BQ5,BQ6,BQ7,BQ8,BQ9,BQ10,BQ11,BQ12,BQ13,BQ14,BQ15,BQ16,BQ17,BQ18,BQ19,BQ20,BQ21,BQ23,BQ24,BQ25,BQ26,BQ27,BQ28,BQ29,BQ30,BQ31,BQ32,BQ33,BQ34,BQ35,BQ36,BQ37,BQ38,BQ39,ASQ1,ASQ2,ASQ3,ASQ4,ASQ5,ASQ6,ASQ7,ASQ8,ASQ9,ASQ10,AOQ1,AOQ2,AOQ3,AOQ4,AOQ5,AOQ6,AOQ7,AOQ8,AOQ9,AOQ10,AOQ11,APQ1,APQ2,APQ3,APQ4,APQ5,APQ6,APQ7,APQ8,APQ9,APQ10,APQ11
587,Male,city,11th grade,the middle,61-74,Primary,academic,3,3,3,4,5,1,5,4,4,3,4,4,5,4,4,4,5,5,4,3,3,4,4,5,5,4,5,1,5,1,1,5,1,1,1,3,4,5,4,5,4,4,1,2,3,2,2,2,3,4,4,5,4,5,3,3,4,4,5,5,4,2,4,4,3,5,2,3,4,3,4,5,1,1,5,3,4,2,3,4,4,4,1,3,3,3,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
588,Male,city,11th grade,the middle,61-74,Secondary grade,Secondary grade,5,5,5,5,4,1,4,2,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,4,2,3,5,5,3,1,4,4,5,5,5,5,5,5,5,5,4,3,1,5,5,5,1,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1
589,Male,city,11th grade,the middle,more than 85,Primary,Secondary grade,3,2,2,3,4,1,3,5,4,2,3,3,5,4,3,3,5,4,5,3,3,4,1,2,4,5,5,5,5,2,4,4,4,4,2,5,5,4,2,4,5,5,5,3,1,3,4,1,4,2,3,4,5,1,3,1,3,5,5,3,2,4,3,5,5,5,5,5,5,4,4,4,4,4,3,5,5,3,4,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,2,1,2,3,3,1,2,5,3,4,1,1,2,3,3,1,1,1,1,1,5,5,5,5,5,3,2,3,5,5,1,2,1,2,1,2,3,1,1,5,4,5
590,Male,city,12th grade,the middle,less than 60,Primary,Primary,1,2,2,2,2,3,2,3,1,2,3,3,1,2,2,2,2,3,4,5,3,2,3,4,1,2,3,2,2,2,3,4,3,2,1,1,2,2,2,1,3,4,3,4,2,1,3,4,2,3,1,2,4,4,5,3,2,4,1,3,2,4,4,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,5,4,4,4,4,5,5,5,1,2,2,2,1,3,4,3,2,1,2,3,4,3,2,2,1,2,1,2,1,3,2,2,1,2,3,1,2,2,1,1,3,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,3,3,2,2,1
591,Male,Village,12th grade,the middle,9,Secondary grade,Primary,1,2,3,4,5,3,4,4,2,1,1,4,1,2,3,1,1,1,1,1,1,5,4,3,4,3,2,5,3,1,5,2,5,2,2,1,5,4,2,4,2,4,2,4,2,5,2,4,2,3,5,1,3,5,1,3,5,1,3,4,3,3,1,5,3,1,1,2,3,4,2,4,2,5,5,5,5,2,5,2,1,1,5,5,5,1,5,4,3,2,1,1,3,5,2,4,1,2,3,2,1,2,3,1,5,4,2,2,4,3,5,4,2,4,2,3,1,4,3,3,1,4,3,1,4,4,3,2,4,5,3,4,2,4,3,3,4,3,4,3,4,1,3,1,3,1,3,1,3,1,5,3,2,2,1,1
592,Male,city,12th grade,the middle,75-84,Primary,Secondary grade,1,2,2,2,3,2,2,2,3,4,4,4,1,2,2,2,2,3,3,3,3,4,4,5,5,4,3,3,3,3,3,3,3,4,4,1,2,2,3,3,1,2,2,2,3,3,4,4,3,2,1,1,2,3,4,5,3,3,3,3,2,1,4,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
593,Male,Village,12th grade,the middle,75-84,Primary,Illiterate,1,2,3,4,5,4,3,2,1,2,3,3,2,3,4,4,5,4,3,2,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,5,5,1,2,3,4,5,5,4,3,2,1,1,1,2,3,4,5,5,4,3,2,1,5,4,3,2,1,2,3,4,5,5,4,2,3,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,2,1,1,4,1,2,3,4,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,5,4,3,2,1,1,2
594,Male,city,11th grade,the middle,75-84,Secondary grade,academic,3,4,2,5,5,2,5,5,5,4,4,1,1,1,5,3,4,1,1,3,2,1,4,4,4,1,4,2,2,4,4,5,1,1,2,2,4,4,1,2,2,3,2,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,2,1,3,3,2,1,3,2,3,1,2,2,1,1,3,2,1,1,2,2,1,1,1,1,1,1
595,Male,city,11th grade,the last,61-74,Illiterate,Primary,1,4,1,2,4,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,4,4,4,1,1,1,1,4,3,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,1,1,4,1,3,4,4,4,4
596,Male,Village,10th grade,the last,75-84,Secondary grade,Primary,3,4,2,2,2,2,3,3,2,2,2,2,5,3,2,2,3,2,3,3,3,2,2,2,1,4,3,4,3,3,2,4,4,2,1,3,2,3,4,3,3,2,3,2,2,2,4,3,3,4,4,4,3,3,4,2,3,1,3,3,3,3,3,4,4,4,4,3,4,2,3,2,1,1,4,5,1,1,2,2,1,1,3,1,1,4,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2
597,Male,Village,11th grade,the first,75-84,Primary,Secondary grade,3,4,3,2,3,3,2,2,3,4,4,3,5,4,3,2,2,3,1,1,2,2,1,4,2,1,2,3,4,2,2,3,2,1,2,3,2,3,3,4,4,5,4,3,3,5,3,3,5,5,5,4,5,1,4,5,5,2,3,2,3,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,2,1,2,2,1,2,3,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,3,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
598,Male,Village,11th grade,the last,75-84,academic,academic,3,4,3,1,2,2,2,1,2,2,2,2,5,3,2,2,3,5,3,3,4,3,4,5,3,1,1,3,5,3,4,2,1,4,5,3,4,1,3,5,4,3,2,5,3,3,5,3,4,2,2,3,3,3,3,3,3,4,2,1,2,4,3,3,3,4,4,5,3,2,2,1,1,2,5,1,1,2,2,2,1,2,1,1,1,1,2,3,1,1,4,4,3,2,1,2,3,1,1,2,2,1,1,2,3,1,1,2,1,2,1,1,1,1,2,2,2,3,4,2,3,2,2,2,2,3,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1
599,Male,Village,11th grade,the middle,61-74,Secondary grade,Secondary grade,1,2,4,2,1,4,1,3,4,5,4,5,5,1,1,1,3,2,4,3,5,3,4,4,3,3,2,1,3,2,3,4,4,2,4,3,4,2,3,3,5,2,4,3,2,4,2,5,4,5,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,Male,Village,12th grade,the middle,75-84,Secondary grade,Secondary grade,4,5,5,2,2,2,2,2,2,1,5,5,4,4,3,2,2,1,2,3,2,4,4,2,3,1,4,2,1,1,4,1,1,2,2,1,3,2,1,3,4,4,3,3,5,2,4,2,3,1,2,2,3,2,3,1,3,4,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,1,2,4,3,1,1,2,3,4,5,2,4,1,3,1,2,1,4,2,1,2,2,2,4,4,2,1,3,2,2,1,4,5,5,5,4,2,1,2,4,3,2,4,2,4,1,1,1,1,1,1,1,2,3,4,5,1,1,1,1,1,2,4,4,1,2,2,1,1,4
601,Male,city,12th grade,the last,75-84,academic,academic,5,5,3,3,3,1,3,3,3,1,1,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,Male,city,10th grade,the first,75-84,Secondary grade,Secondary grade,1,2,3,4,5,1,2,3,4,5,1,2,1,2,2,3,1,2,3,3,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1
603,Male,city,12th grade,the middle,more than 85,Secondary grade,Primary,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
604,Male,Village,12th grade,the middle,61-74,Primary,Secondary grade,2,2,2,2,1,3,1,1,1,1,1,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,5,3,5,3,1,5,5,5,5,1,5,5,5,5,5,5,1,5,3,1,5,1,5,3,5,5,5,5,1,1,5,5,1,1,1,1,5,4,4,4,4,4,4,4,4,4,1,1,4,5,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,3,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,Male,city,10th grade,the middle,61-74,Secondary grade,Primary,5,3,4,3,2,4,1,5,5,4,2,5,2,3,3,1,2,2,4,5,5,2,4,3,1,3,4,1,3,2,4,5,1,3,2,1,3,2,2,2,4,5,2,3,5,4,2,5,1,1,4,1,2,3,4,5,1,2,3,4,2,4,1,1,2,3,3,3,5,5,1,3,2,4,1,2,3,4,1,3,1,2,5,5,5,5,1,4,3,1,4,2,3,3,5,1,1,3,4,5,2,4,1,2,3,4,5,1,5,1,5,5,4,2,4,2,4,2,4,1,1,4,5,1,3,1,3,1,4,5,4,5,3,1,3,4,5,3,5,3,3,3,4,4,1,1,1,2,3,2,2,2,5,5,5,5
606,Male,Village,12th grade,the middle,61-74,Primary,Secondary grade,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,5,5,2,4,1,1,1,3,5,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,2,3,2,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,Male,Village,12th grade,4,75-84,academic,Illiterate,2,3,3,1,1,2,2,1,2,1,2,1,1,2,3,4,1,2,3,1,2,3,1,2,3,2,2,3,2,4,5,4,2,3,4,1,2,3,3,2,4,1,5,3,2,1,4,3,2,3,5,1,2,3,4,5,5,4,3,2,1,2,3,1,1,2,3,3,3,4,4,3,3,4,3,5,3,2,1,3,4,3,2,1,3,2,1,2,3,4,5,1,2,2,3,3,3,2,1,5,4,4,3,2,1,4,4,3,2,1,2,1,3,4,5,3,2,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,4,3,4,3,4,4,1,2,5,5,5,4,4,3,3,2,1
608,Female,city,11th grade,the first,75-84,academic,academic,5,5,5,4,5,1,4,4,4,1,5,5,5,4,5,5,2,1,1,1,3,4,2,3,3,2,4,5,5,2,3,4,1,3,4,4,3,3,2,2,4,4,4,3,4,3,3,3,2,4,5,4,4,3,4,2,5,5,5,1,4,5,5,3,3,2,1,1,3,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,Female,Camp,11th grade,the middle,61-74,academic,Secondary grade,4,3,4,3,3,2,3,4,5,3,4,4,4,4,4,5,3,3,3,2,3,2,2,2,3,3,4,5,4,2,3,1,1,1,3,3,1,2,1,3,1,1,1,5,3,3,1,1,1,1,1,2,2,3,3,5,3,1,5,2,3,5,4,3,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,5,1,1,1,5,4,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,Female,Village,11th grade,the last,75-84,Secondary grade,Secondary grade,4,4,4,3,4,1,3,3,4,1,5,5,5,5,5,5,3,1,3,1,3,1,5,1,1,1,5,5,5,1,3,5,1,5,5,5,5,4,4,4,5,5,5,4,1,5,3,1,4,1,5,5,4,1,5,2,5,3,5,1,5,4,4,5,5,5,5,5,5,5,3,5,5,1,2,5,1,1,5,1,1,1,5,1,5,5,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,5,1,5,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
611,Female,Camp,11th grade,the first,more than 85,Secondary grade,academic,2,4,3,2,2,1,2,2,2,1,2,2,5,4,4,4,4,2,2,5,5,5,5,5,1,2,4,3,5,3,4,2,3,1,4,4,4,3,3,4,4,3,3,4,4,2,3,2,4,1,3,4,2,4,2,2,4,2,5,5,3,2,3,5,5,5,5,5,5,5,5,1,1,1,5,5,2,2,1,2,1,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,Female,Camp,11th grade,the first,75-84,Secondary grade,Secondary grade,2,5,2,4,3,4,5,2,3,1,5,5,5,1,1,4,5,1,5,1,5,5,1,3,1,1,3,5,5,3,5,5,5,3,4,3,5,5,5,4,5,5,5,4,5,3,5,5,3,1,5,4,3,1,3,2,5,1,5,1,1,4,3,5,5,5,5,5,5,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2,1,1,2,1,3,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,1,1,2,1,2,1,3,1,1,2,1,4,1,3,1,5,1,1,4,1,1,1,1,1,1,1,1,3,1,4,5,3,3,1,3,1,3,1,1,5,5,5
613,Female,city,11th grade,the middle,more than 85,academic,academic,5,5,5,3,4,1,4,5,2,1,5,5,5,3,4,4,3,1,3,2,3,4,3,4,3,1,3,4,4,2,2,3,2,3,4,3,4,3,3,5,3,3,3,4,3,4,3,4,5,3,5,3,3,3,2,2,5,5,5,1,3,4,4,5,5,5,3,5,5,2,2,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,Female,Camp,11th grade,the middle,61-74,Secondary grade,academic,3,1,1,2,1,4,2,1,1,3,2,2,4,3,2,3,3,3,2,3,4,4,2,1,1,1,3,1,4,1,5,3,2,2,2,3,3,4,1,2,3,2,1,1,4,4,4,4,1,2,3,4,3,3,1,1,1,3,4,5,1,1,2,2,4,4,4,4,4,4,2,2,1,1,4,5,4,4,4,4,1,1,1,1,4,4,2,1,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
615,Female,Camp,11th grade,the middle,61-74,academic,Secondary grade,3,4,2,1,2,1,1,2,1,3,3,3,4,3,3,3,3,2,3,2,4,3,3,4,2,2,3,3,3,2,4,3,2,3,3,3,4,3,3,2,3,2,3,4,2,4,3,4,3,2,3,4,3,4,4,5,2,4,5,2,3,4,3,5,4,5,4,4,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,Female,city,11th grade,the middle,less than 60,Secondary grade,Secondary grade,3,5,4,2,2,1,3,3,3,1,4,4,5,2,3,3,5,3,3,2,2,3,5,3,1,1,5,5,5,4,2,4,1,4,4,3,5,4,4,4,5,5,1,4,5,4,3,3,5,4,5,3,4,3,3,5,3,1,3,1,3,3,4,5,5,5,5,5,5,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,Female,city,11th grade,the middle,75-84,Secondary grade,Secondary grade,4,4,4,2,4,1,1,3,1,1,4,4,5,5,4,4,1,1,3,1,1,1,3,1,3,4,1,4,3,1,4,4,5,1,3,1,1,3,1,3,4,1,4,3,1,4,4,5,1,3,1,1,3,4,4,4,4,4,5,1,1,1,1,1,1,5,3,3,2,5,5,3,3,2,5,5,3,1,1,1,5,5,5,1,1,3,5,5,5,5,1,3,1,1,1,3,1,1,3,3,3,1,1,1,1,1,1,2,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,Female,Camp,11th grade,the middle,less than 60,academic,Primary,3,3,3,1,2,4,1,1,2,3,1,1,4,2,2,3,4,5,5,5,3,1,3,1,1,1,3,5,5,5,5,5,5,5,1,1,5,1,1,4,5,4,5,1,5,1,5,1,5,5,3,3,3,3,3,3,1,3,1,2,3,1,1,4,4,5,4,4,4,2,1,1,1,1,3,5,1,1,1,2,1,1,1,1,1,5,1,2,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,2,1,1,2,1,1,1,1,1,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4
619,Female,city,11th grade,the first,61-74,Primary,Secondary grade,2,3,1,2,1,1,3,4,4,2,2,2,5,2,3,4,2,1,4,1,2,2,3,1,1,1,4,1,5,1,5,1,3,1,3,4,2,3,3,4,5,5,3,1,4,5,5,5,4,3,5,5,4,5,5,3,2,5,3,4,2,4,5,5,4,3,5,2,1,3,3,4,1,5,5,4,1,1,4,2,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,5,1,2,4,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,Female,city,10th grade,the last,75-84,academic,academic,4,5,4,5,2,1,1,4,1,2,3,3,1,1,1,1,4,5,5,5,5,4,3,5,1,3,2,5,4,5,5,1,5,2,5,3,5,3,2,5,1,1,1,5,4,5,5,5,5,1,2,1,3,1,5,4,1,2,1,1,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,1,1,1,5,5,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,3,3,1,5,2,1,2,1,1,1,5,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1
621,Female,city,12th grade,the middle,75-84,Secondary grade,academic,5,4,5,3,5,5,5,5,1,5,5,3,3,5,5,5,5,5,5,5,1,5,1,1,5,1,5,5,5,2,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,3,5,4,3,5,5,5,5,5,3,1,1,1,3,5,1,5,5,2,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,Female,city,11th grade,the middle,more than 85,Secondary grade,academic,4,5,5,4,4,1,4,4,3,1,4,4,5,5,5,5,3,1,1,1,2,5,3,3,2,1,4,3,3,1,2,3,1,3,5,3,5,3,2,4,4,4,3,4,3,2,5,4,5,3,5,5,4,3,3,3,5,5,5,1,3,4,5,3,3,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,Female,Camp,11th grade,the middle,75-84,academic,academic,4,4,4,3,3,1,3,4,3,1,4,4,5,3,3,4,3,1,5,4,5,4,4,5,1,1,5,5,5,1,2,3,3,3,5,4,5,5,4,4,4,4,5,5,2,3,4,2,4,3,5,4,1,3,5,1,5,5,4,1,2,5,4,5,5,5,5,4,4,1,1,1,1,1,1,5,2,2,3,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
624,Female,city,11th grade,the middle,61-74,Secondary grade,Primary,4,1,4,1,3,2,2,1,3,3,4,4,4,5,4,5,1,3,4,3,3,5,4,5,1,1,5,5,5,4,3,5,3,2,1,3,4,5,5,4,4,5,4,5,1,2,5,3,3,4,5,4,5,3,1,1,3,1,5,1,5,5,3,5,5,4,4,1,3,1,1,5,1,1,3,3,1,1,1,5,1,5,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
